domain,login_url
it.advfn.com,https://it.advfn.com/common/account/login
carpetvista.com,https://www.carpetvista.com/login
xyzbeads.com,https://www.xyzbeads.com/Customer/SignIn
www109.zippyshare.com,https://www.zippyshare.com/
www100.zippyshare.com,https://www.zippyshare.com/
money-ktse54.beauty,https://money-ktse54.beauty/login.php
www54.zippyshare.com,https://www.zippyshare.com/
oktask.top,https://oktask.top/login.php
money-ag4t.beauty,https://money-ag4t.beauty/login.php
gus-hrustal.ru,https://gus-hrustal.ru/login/
briantracy.com,https://www.briantracy.com/login.aspx
earncash-dfh4.buzz,https://earncash-dfh4.buzz/login.php
jeux-sexe-gratuit.com,https://www.jeux-sexe-gratuit.com/
afrotender.com,https://afrotender.com/login
vsexshopgdlalcala.com.mx,https://vsexshopgdlalcala.com.mx/
webindia123.com,https://photo.webindia123.com/user/login.aspx
4gamestore.com,https://4gamestore.com/
sonyviewsdigital.com,https://sonyviewsdigital.com/login.php
www12.zippyshare.com,https://www.zippyshare.com/
safesidetactical.com,https://www.safesidetactical.com/login.cfm
asiana-plaza.com,https://asiana-plaza.com/
www33.zippyshare.com,https://www.zippyshare.com/
money-klw7f.beauty,https://money-klw7f.beauty/login.php
www69.zippyshare.com,https://www.zippyshare.com/
rugvista.pt,https://www.rugvista.pt/login
try4.me,https://try4.me/dash/auth/signin.php
www41.zippyshare.com,https://www.zippyshare.com/
pdicstoreessentials.com,https://www.pdicstoreessentials.com/login-page
tochkalubvi.ru,https://www.tochkalubvi.ru/user/auth/login
www28.zippyshare.com,https://www.zippyshare.com/
mindappz.com,https://mindappz.com/main/login
porngames.games,https://porngames.games/sign-in
trybuzz.com,https://trybuzz.com/login
www61.zippyshare.com,https://www.zippyshare.com/
nikahinkerala.com,https://www.nikahinkerala.com/
parta.com.ua,https://parta.com.ua/login/
www17.zippyshare.com,https://www.zippyshare.com/
quickshopiie.com,https://quickshopiie.com/
www89.zippyshare.com,https://www.zippyshare.com/
relxbycake.com,https://relxbycake.com/
m.hanindisk.com,https://m.hanindisk.com/
www30.zippyshare.com,https://www.zippyshare.com/
egymoob.com,https://egymoob.com/login.php
centronoli.it,https://www.centronoli.it/
uranai-box.com,https://uranai-box.com/login/
everlook.org,https://everlook.org/login
edo.entourageyearbooks.com,https://edo.entourageyearbooks.com/Login.asp?
rugvista.no,https://www.rugvista.no/login
www96.zippyshare.com,https://www.zippyshare.com/
digitallifereview.com,https://digitallifereview.com/login.php
www65.zippyshare.com,https://www.zippyshare.com/
www23.zippyshare.com,https://www.zippyshare.com/
earn-f46g.beauty,https://earn-f46g.beauty/login.php
rugvista.com,https://www.rugvista.com/login
rugvista.gr,https://www.rugvista.gr/login
bestfunquiz.com,https://www.bestfunquiz.com/login
lacrossetechnology.fr,https://www.lacrossetechnology.fr/account/
app.gamedia.jp,https://app.gamedia.jp/login
crypto-fire.website,https://crypto-fire.website/loginto
www22.zippyshare.com,https://www.zippyshare.com/
www59.zippyshare.com,https://www.zippyshare.com/
uppsctarget.com,https://uppsctarget.com/attachment/login_registration.php?page=/
earn-a4n6.beauty,https://earn-a4n6.beauty/login.php
medicalbooksonline.net,https://medicalbooksonline.net/login
giromagi.com,https://www.giromagi.com/en/login
fr.advfn.com,https://fr.advfn.com/common/account/login
gooddeals.gr,https://www.gooddeals.gr/login.asp
rugvista.pl,https://www.rugvista.pl/login
www101.zippyshare.com,https://www.zippyshare.com/
earn-hf43jhf.beauty,https://earn-hf43jhf.beauty/login.php
bdixtv.serverbd247.com,https://bdixtv.serverbd247.com/
thesaddleryshop.co.uk,https://www.thesaddleryshop.co.uk/members/login
www119.zippyshare.com,https://www.zippyshare.com/
lovestore.vn,https://lovestore.vn/
impetusgurukul.com,https://www.impetusgurukul.com/signin.html
davidmorgan.com,https://www.davidmorgan.com/
cheapweed.io,https://cheapweed.io/account/
www62.zippyshare.com,https://www.zippyshare.com/
europlayers.com,https://europlayers.com/login.aspx
uk.advfn.com,https://uk.advfn.com/common/account/login
airfaucet.com,https://airfaucet.com/login
www113.zippyshare.com,https://www.zippyshare.com/
rugvista.nl,https://www.rugvista.nl/login
money-mfi2.beauty,https://money-mfi2.beauty/login.php
yts.io,https://yts.io/
www80.zippyshare.com,https://www.zippyshare.com/
lacentral.com,https://www.lacentral.com/
earn-654dfg.beauty,https://earn-654dfg.beauty/login.php
m.homesbymarco.com,https://www.homesbymarco.com/log_in
earn-anb78.beauty,https://earn-anb78.beauty/login.php
www13.zippyshare.com,https://www.zippyshare.com/
2minman.com,https://2minman.com/
money-m46a.beauty,https://money-m46a.beauty/login.php
bookow.com,https://bookow.com/
www118.zippyshare.com,https://www.zippyshare.com/
www21.zippyshare.com,https://www.zippyshare.com/
mojepredplatne.cz,https://ucet.vlmedia.cz/?website=mojepredplatne&client_id=3c9eee3db549e493f469434d2319b4a0&redirect_uri=http://www.mojepredplatne.cz/connect/reglog/check&response_type=code
beadpark.com,https://www.beadpark.com/Customer/SignIn?returnUrl=http%3A%2F%2Fwww.beadpark.com%2Fmyaccount&viewsite=
www51.zippyshare.com,https://www.zippyshare.com/
earn-35efg.beauty,https://earn-35efg.beauty/login.php
earn-eyr635.beauty,https://earn-eyr635.beauty/login.php
www93.zippyshare.com,https://www.zippyshare.com/
carpetvista.se,https://www.carpetvista.se/login
toc-task.top,https://toc-task.top/login.php
liveclasses.ru,https://oauth.vk.com/authorize?response_type=code&client_id=5088061&redirect_uri=https%3A%2F%2Fliveclasses.ru%2Foauth%2Fcallback%2Fvk%2F&scope=email&state=%2F
www44.zippyshare.com,https://www.zippyshare.com/
pogo.arspoofing.com,https://pogo.arspoofing.com/
money-meyte.beauty,https://money-meyte.beauty/login.php
vanguardminiatures.co.uk,https://vanguardminiatures.co.uk/
jvnet.vn,https://jvnet.vn/
earn-gda435.beauty,https://earn-gda435.beauty/login.php
mobile.iafstore.com,https://www.iafstore.com/ita/
maisonwhite.co.uk,https://www.maisonwhite.co.uk/
yfi-task.top,https://yfi-task.top/login.php
www24.zippyshare.com,https://www.zippyshare.com/
gna.org.gh,https://subscription.gna.org.gh/login.php
earnmoney-j45ag.buzz,https://earnmoney-j45ag.buzz/login.php
scoreexchange.com,https://www.scoreexchange.com/login
care2.com,https://www.care2.com/passport/login.html?promo=register
earn-eg345.beauty,https://earn-eg345.beauty/login.php
sa-mp-servers.com,https://sa-mp-servers.com/login/
rugvista.de,https://www.rugvista.de/login
www114.zippyshare.com,https://www.zippyshare.com/
rugvista.dk,https://www.rugvista.dk/login
easypaychess.com,https://chessentry.in/login.asp
prosportshop.rs,https://prosportshop.rs/
earn-amz8f.beauty,https://earn-amz8f.beauty/login.php
www10.zippyshare.com,https://www.zippyshare.com/
www8.zippyshare.com,https://www.zippyshare.com/
www45.zippyshare.com,https://www.zippyshare.com/
www20.zippyshare.com,https://www.zippyshare.com/
vipserije.com,https://vipserije.com/
trf.zeni.net,https://cod.zeni.net/trf/site_login.php
www70.zippyshare.com,https://www.zippyshare.com/
armymerch.shop,https://armymerch.shop/
flyclipart.com,https://flyclipart.com/login
www97.zippyshare.com,https://www.zippyshare.com/
tsitaty.ru,https://tsitaty.ru/signin?go=/
hasky.online,https://hasky.online/
erry.one,https://erry.one/login/
www19.zippyshare.com,https://www.zippyshare.com/
www112.zippyshare.com,https://www.zippyshare.com/
bombaystores.co.uk,https://www.bombaystores.co.uk/customer/account/login
www53.zippyshare.com,https://www.zippyshare.com/
netexam.pmgurus.com,https://netexam.pmgurus.com/login.aspx
www66.zippyshare.com,https://www.zippyshare.com/
rugvista.fr,https://www.rugvista.fr/login
hsbcearlycareers.groupgti.com,https://hsbcearlycareers.groupgti.com/Home/Guest
socialdeal.be,https://www.socialdeal.be/#join
paintingvalley.com,https://paintingvalley.com/login
hu.edu.jo,https://resn.hcst.gov.jo/login.aspx
ersagglobal.ru,https://ersagglobal.ru/account.asp?mod=myaccount
www107.zippyshare.com,https://www.zippyshare.com/
www1.zippyshare.com,https://www.zippyshare.com/
www26.zippyshare.com,https://www.zippyshare.com/
gay.bg,https://www.gay.bg/
www14.zippyshare.com,https://www.zippyshare.com/
earn-bbaf.beauty,https://earn-bbaf.beauty/login.php
money-jhdg3.beauty,https://money-jhdg3.beauty/login.php
carpetvista.pl,https://www.carpetvista.pl/login
ktaquarium.in,https://ktaquarium.in/login
ueiedge.com,https://ueiedge.com/
bristoluniversitypressdigital.com,https://bristoluniversitypressdigital.com/login
www11.zippyshare.com,https://www.zippyshare.com/
kz.linkedin.com,https://kz.linkedin.com/hp
www102.zippyshare.com,https://www.zippyshare.com/
discgolfcenter.com,https://www.discgolfcenter.com/user_login.php
earn-fg67t.beauty,https://earn-fg67t.beauty/login.php
krishnasaree.in,https://www.krishnasaree.in/accountlogin
www7.zippyshare.com,https://www.zippyshare.com/
money-nk64n.beauty,https://money-nk64n.beauty/login.php
rugvista.cz,https://www.rugvista.cz/login
betswing.com,https://betswing.com/
www85.zippyshare.com,https://www.zippyshare.com/
www5.zippyshare.com,https://www.zippyshare.com/
zippyshare.com,https://zippyshare.com/
ctcarbon.co,https://www.ctcarbon.co/account/login?return_url=%2Faccount
www55.zippyshare.com,https://www.zippyshare.com/
florenfile.com,https://ffntff.florenfile.com/login/
www40.zippyshare.com,https://www.zippyshare.com/
dominicanabroad.com,https://www.dominicanabroad.com/
carpetvista.de,https://www.carpetvista.de/login
guproth.net,https://guproth.net/?gupro=login
zatecky.denik.cz,https://ucet.vlmedia.cz/?website=denik&client_id=a22b6506200046b2d936a8ac204c7e2f&state=7064511e17748fb53c68ab16ef58ef11&redirect_uri=https://www.denik.cz/sign/in-2/&response_type=code&approval_prompt=auto
findyourfate.com,https://www.findyourfate.com/login.php?id=1&&lk=login
money-hsf465.beauty,https://money-hsf465.beauty/login.php
money-dfg2t.beauty,https://money-dfg2t.beauty/login.php
moveispredileta.com.br,https://moveispredileta.com.br/
kolhoznik.mobi,https://kolhoznik.mobi/
carpetvista.gr,https://www.carpetvista.gr/login
auto-lanka.com,https://auto-lanka.com/user/signin
www29.zippyshare.com,https://www.zippyshare.com/
www63.zippyshare.com,https://www.zippyshare.com/
sefaz.es.gov.br,https://sefaz.es.gov.br/users/account/logon?returnurl=%2f
7nro.com,https://7nro.com/resources/login
money-sdjtd4.beauty,https://money-sdjtd4.beauty/login.php
clinicaveterinariazarpa.com,https://www.clinicaveterinariazarpa.com/
de.advfn.com,https://de.advfn.com/common/account/login
sadovnik2.mobi,https://sadovnik2.mobi/
volkswagen-golf.autobazar.eu,https://www.autobazar.eu/sk/mobile-login.php
bingovillage.com,https://www.bingovillage.com/
www82.zippyshare.com,https://www.zippyshare.com/
auto100.ro,https://www.auto100.ro/login
money-c56ch.beauty,https://money-c56ch.beauty/login.php
preprimaryschools.com,https://preprimaryschools.com/auth/userlog
we-task.top,https://we-task.top/login.php
brainmass.com,https://brainmass.com/
applavoro.it,https://www.applavoro.it/login.php
paraphraser.io,https://www.paraphraser.io/
baltagro.ee,https://www.baltagro.ee/
feb2b.webclient.it,https://www.webclient.it/
money-t2v3.beauty,https://money-t2v3.beauty/login.php
www76.zippyshare.com,https://www.zippyshare.com/
www111.zippyshare.com,https://www.zippyshare.com/
digitalpush.org,https://digitalpush.org/login.php
nutricia.com.au,https://nutricia.com.au/
condomisoft.com,https://www.condomisoft.com/system/login.php
money-skty4.beauty,https://money-skty4.beauty/login.php
www18.zippyshare.com,https://www.zippyshare.com/
ammobros.com,https://www.ammobros.com/login.cfm
hidosport.vn,https://hidosport.vn/
www105.zippyshare.com,https://www.zippyshare.com/
plumbsparesdirect.com,https://www.plumbsparesdirect.com/member-log-in?qs=1
money-hs5g.beauty,https://money-hs5g.beauty/login.php
jewelryandfindings.com,https://www.jewelryandfindings.com/Customer/SignIn?returnUrl=http%3A%2F%2Fwww.jewelryandfindings.com%2Fmyaccount&viewsite=
alideda.rs,https://www.alideda.rs/
iafstore.com,https://www.iafstore.com/ita
bacsy.ketnoiyte.vn,https://bacsy.ketnoiyte.vn/login.aspx
rugvista.ro,https://www.rugvista.ro/login
whyzee.com.sg,https://whyzee.com.sg/
otto-trade.ua,https://otto-trade.ua/login
uaz-motors.ru,https://uaz-motors.ru/
pasediario.cl,https://www.pasediario.cl/
longtermlettings.com,https://www.longtermlettings.com/login/
thepetitionsite.com,https://www.care2.com/passport/login.html?pg=https%3a%2f%2fwww.thepetitionsite.com%2f
nursultan.ersagglobal.com.kz,https://nursultan.ersagglobal.com.kz/account.asp?mod=myaccount
vgplay.vn,https://vgplay.vn/login
kino-mir.ru,https://www.kino-mir.ru/profile/login
deveres.ie,https://deveres.ie/login/
www108.zippyshare.com,https://www.zippyshare.com/
carpetvista.jp,https://www.carpetvista.jp/login
legbabe.com,https://www.legbabe.com/login.aspx
soft-press.com,https://www.soft-press.com/
www42.zippyshare.com,https://www.zippyshare.com/
casinocastle.com,https://www.casinocastle.com/
sharecomputacion.com,https://sharecomputacion.com/my-account-2/
beveragefactory.com,https://www.beveragefactory.com/account_login.shtml
swansonvitamins.bg,https://swansonvitamins.bg/login
miladypro.com,https://www.miladypro.com/home/signin.aspx
www87.zippyshare.com,https://www.zippyshare.com/
akinfotools.com,https://akinfotools.com/user/login
branhamtabernacle.org,https://sso.branham.org/identityVGR/Account/Login?ReturnUrl=%2FidentityVGR%2Fconnect%2Fauthorize%2Fcallback%3Fclient_id%3DPZXUyBe7R8MDxnvnCw4EJeCxtdRRYDcsM46kNnxv2NpKN6v6uXyo7V3sekQWD1R%26redirect_uri%3Dhttps%253A%252F%252Fbranhamtabernacle.org%252Fvgr%252Fsignin-oidc%26response_type%3Dcode%26scope%3Dopenid%2520profile%2520email%2520NameId%2520Roles%2520Resources%2520VGR_PublicVGRRestServicesApi%2520offline_access%26code_challenge%3DK-RYpDY0pBFISY2JZuE2cWjZQk1lzPhI6Vi6a49bfDE%26code_challenge_method%3DS256%26response_mode%3Dform_post%26nonce%3D638086009532351061.YmY0OWJlODItNWViMy00OTc3LTkwZjMtZDlkNDdmODdkZjVjZGRkMGJmNjgtMjRmZS00YWUxLTliMjItNTFkODEwYjMyZmMy%26ui_locales%3Den%26state%3DCfDJ8NAD1hh4qtBEpDeOj-_WpiZi9Z2MNR8RC_6z034lf2WuCdpzLLw-88kOeDOKzkR7K6OrGlAGMsA8WG27TNJqYCv_ee3le3UNcVkYyKkot5pGwm5UaJTEsktwnpJmsMwzR_iXIX7swH5P6ZVcgplPHT9dG13zFLyQ7dHa15ARbWXIL1BpObQOdnepaPl_qrFAuf-V7awShUpiOgF0U5MSXYAW6v9G8Ws7_JUqzxmO2aKK-sGJ3k5WnKEJaOZxjVexk5EokAujasimwTYKw4MznDx8EaBnorf0EMpcOAsNaT_m8CCT9cl1GV9E6U0wAGmS7BXtZr_jjn0MQRt-aKyitqMcseZsYcEX6UcFDY8gxMT7woZqUn7rqZUaebmNfW0FSWkRpQjVfhaHVTsDE7tuR6s
catalog.wichitalibrary.org,https://catalog.wichitalibrary.org/Polaris/logon.aspx?src=https%3a%2f%2fcatalog.wichitalibrary.org%2fPolaris%2fpatronaccount%2fdefault.aspx%3fctx%3d1.1033.0.0.6&ctx=1.1033.0.0.6
www57.zippyshare.com,https://www.zippyshare.com/
fullindirsene.net,https://fullindirsene.net/anasayfa
www78.zippyshare.com,https://www.zippyshare.com/
www50.zippyshare.com,https://www.zippyshare.com/
nlegs.com,https://www.nlegs.com/login.aspx
su-task.top,https://su-task.top/login.php
www47.zippyshare.com,https://www.zippyshare.com/
walk.gr,https://www.walk.gr/signin.asp
carpetvista.es,https://www.carpetvista.es/login
sadovnik.mobi,https://sadovnik.mobi/
karvinsky.denik.cz,https://ucet.vlmedia.cz/?website=denik&client_id=a22b6506200046b2d936a8ac204c7e2f&state=05e63593f78d7954c5ccad05863ddd5b&redirect_uri=https://www.denik.cz/sign/in-2/&response_type=code&approval_prompt=auto
earn-h4h4.beauty,https://earn-h4h4.beauty/login.php
rugvista.es,https://www.rugvista.es/login
money-h4df.beauty,https://money-h4df.beauty/login.php
www67.zippyshare.com,https://www.zippyshare.com/
respbuy.com,https://respbuy.com/my-account/
horoscope.findyourfate.com,https://www.findyourfate.com/login.php?id=1&&lk=astro
money-sj56.beauty,https://money-sj56.beauty/login.php
i-mob.gr,https://www.i-mob.gr/login.asp
varitascapitalinvestment.com,https://varitascapitalinvestment.com/login.html
investmentguruindia.com,https://investmentguruindia.com/login
midi.com.au,https://www.midi.com.au/signin.asp
earn-aev35s.beauty,https://earn-aev35s.beauty/login.php
rugvista.se,https://www.rugvista.se/login
ersagglobal.com.ua,https://ersagglobal.com.ua/account.asp?mod=myaccount
app.mfcentral.com,https://app.mfcentral.com/investor/signin
termalistas.com,https://www.termalistas.com/login.php?msg=Su%20cuenta%20ha%20sido%20activada%20con%20exito!
inmuebles.mercadolibre.com.do,https://www.mercadolibre.com/jms/mrd/lgz/login?platform_id=ML&go=https%3A%2F%2Fwww.mercadolibre.com.do%2F&loginType=explicit#nav-header
photobox.es,https://cuenta.photobox.es/inicio-sesion
totalgyros.hu,https://www.totalgyros.hu/
carshield.com,https://carshield.com/myaccount/login.php
elitestrom.gr,https://elitestrom.gr/__login.php?lang=el
cocktailmania.it,http://www.cocktailmania.it/
mdog.mobi,https://mdog.mobi/enter
diamond-realestate.hr,https://diamond-realestate.hr/login
megacds.com.br,https://megacds.com.br/
yuconnects.sawyouatsinai.com,https://yuconnects.sawyouatsinai.com/members/login.aspx
mabajoyas.com.ar,https://www.mabajoyas.com.ar/login
99busin.ru,https://99busin.ru/enter/
japanesevehicles.com,https://www.japanesevehicles.com/
consultaauto.com.br,https://www.consultaauto.com.br/login
sharwat.com,https://www.sharwat.com/login
puroland.jp,https://www.puroland.jp/fanclub/fmlg001.asp?#login
jugadon.com,https://www.jugadon.com/
chozoba.pl,https://chozoba.pl/zapomnialem
primetimetable.com,https://primetimetable.com/#intro%26id%3Db918a5b4-7da5-4809-9e51-1722b3ea3207
cofetariaarmand.ro,https://www.cofetariaarmand.ro/login
es.jango.com,https://es.jango.com/browse_music/genre/recommended?login=1
northstarats.com,https://www.northstarats.com/Princess-Auto/Login
estradaural.ru,https://estradaural.ru/
leaguesimulator.eu,https://www.leaguesimulator.eu/user/login
anglaisfacile.com,https://www.anglaisfacile.com/login.php
tolearnenglish.com,https://www.tolearnenglish.com/login.php
telefonia.mercadolibre.com.ec,https://www.mercadolibre.com/jms/mec/lgz/msl/login/H4sIAAAAAAAEAzWNQY7DMAwD_8Kzkdx93I8YqiMnwtqxISnbBkX_XgTbHglyhk_Uvsqe_ByMCH6MKlkcAaOSl64tyYKIVhFg4vyJnK8JKTV2VkN8XqKVlx8uXS9VoWqMADp8S6X2O-L_FwLEEj-cdaea7nz7E77aL7F2RGzuw-I8t5Ny7sfuU2PNtPQqN-Up9zZxntuZxqF5I2Obq5jjFVDIPLlS_kV0Pfj1BtXF3ALlAAAA/user
spravkataxi.ru,https://spravkataxi.ru/login
productionbase.co.uk,https://www.productionbase.co.uk/
primaryteaching.co.uk,https://www.primaryteaching.co.uk/Customers/Login
auto.mercadolibre.com.pe,https://www.mercadolibre.com/jms/mpe/lgz/msl/login/H4sIAAAAAAAEAzWNQY7DMAwD_8JzkNx93I8YqiMnxsqxISnbBkX_XhjbHgkOh09I28oR_eqMAH50Kak4JnQhz01rLCsCqmCCFedP7DwQUqrsrIbwHKKN1x_OTYcqk9iA6PQ9Zml3hP8vTCgW-eGsB0m88-2v8Gi_i60hYHfvFpalXpRSOw-fK2uitUm5Kc-p1bnzUq_YT007GdsixRyvCZnMoyulXwTXk19v4ntvPuUAAAA/user
webology.org,https://webology.org/login.php
ghayar.ae,https://ghayar.ae/
azlyricdb.com,https://azlyricdb.com/login
study.flashcardmachine.com,https://www.flashcardmachine.com/my-flashcards/
tampil.id,https://tampil.id/login
france1.simagri.com,https://france1.simagri.com/
v3.opstrax.com,https://v3.opstrax.com/#/ops
byty.cz,https://www.byty.cz/moje/prihlaseni.aspx
online.riphahfsd.edu.pk,https://online.riphahfsd.edu.pk/student/index
anjingdijual.com,https://anjingdijual.com/?action=login
chikucab.com,https://book.chikucab.com/searchresult.aspx?signin=
walbrzych.oglaszamy24.pl,https://walbrzych.oglaszamy24.pl/logowanie
bilecikolay.com,https://www.bilecikolay.com/
roboadmin.co,https://roboadmin.co/
momssnacksbox.com,https://momssnacksbox.com/my-account/
translatorsbase.com,https://www.translatorsbase.com/logon.aspx
landbigfish.com,https://www.landbigfish.com/members/login/
mastermu.net,https://mastermu.net/registration
thelogicalindian.com,https://stories.thelogicalindian.com/reporter.jsp
sal125.smartsway.com,https://sal125.smartsway.com/login
mesexercices.com,https://www.mesexercices.com/login.php
saimex.org.mx,https://saimex.org.mx/saimex/ciudadano/login.page
mydoublepayout.com,https://myjobgrowth.com/login.php
rentaldress.com.br,https://rentaldress.com.br/login.html
partsrepublik.com,https://partsrepublik.com/nl/account/login?return-url=
werkenbijlicht.nl,https://www.werkenbijlicht.nl/website/index.php?Show=WebShopUserLogin
gigheaven.com,https://www.gigheaven.com/login
toffeeweb.com,https://www.toffeeweb.com/members/login.php